loan_id,customer_id,issue_date,due_date,loan_amount,outstanding_amount,overdue_amount,days_past_due,loan_status,product_type,interest_rate,term_months,monthly_payment,risk_score,currency
L001842,C00043,2024-05-25,2026-05-15,6244851,1808811,0,0,Active,Microloan,31.52,24,342217.83,817,UZS
L001843,C01134,2025-04-08,2025-07-07,8549676,0,0,0,Closed,Installment,41.61,3,4035732.06,587,UZS
L001844,C02307,2024-10-21,2025-01-19,23902852,21627917,10153133,51,Overdue,Credit card,43.52,3,11435124.4,603,UZS
L001845,C02080,2024-01-10,2024-04-09,42541964,13469913,0,0,Active,Cash loan,30.52,3,18508590.47,666,UZS
L001846,C02149,2025-03-04,2026-08-26,2286736,1576077,0,0,Active,Installment,29.59,18,164632.29,716,UZS
L001847,C01231,2024-10-05,2025-01-03,24022569,10026207,0,0,Active,Cash loan,32.01,3,10570731.11,659,UZS
L001848,C00382,2024-06-27,2025-06-22,26922959,10992151,1717056,11,Overdue,Credit card,28.43,12,2881429.69,447,UZS
L001849,C01313,2025-01-22,2025-04-22,23430677,0,0,0,Closed,Installment,40.51,3,10974148.08,744,UZS
L001850,C00218,2024-10-15,2025-01-13,4610977,0,0,0,Closed,Credit card,45.79,3,2240781.12,631,UZS
L001851,C01007,2025-10-15,2026-10-10,9111874,0,0,0,Closed,Credit card,30.69,12,992359.01,700,UZS
L001852,C01760,2024-05-10,2027-04-25,27529677,16698487,0,0,Active,Credit card,32.45,36,1012862.7,672,UZS
L001853,C01240,2024-03-18,2027-03-03,22724970,7386917,0,0,Active,Credit card,27.04,36,801938.94,863,UZS
L001854,C01368,2024-12-13,2027-11-28,5781385,4174449,0,0,Active,Microloan,34.79,36,216464.69,816,UZS
L001855,C01732,2025-10-24,2026-01-22,19152461,0,0,0,Closed,Credit card,28.81,3,8223428.34,783,UZS
L001856,C01863,2024-03-15,2024-09-11,17542366,0,0,0,Closed,Credit card,22.44,6,3579812.16,558,UZS
L001857,C02195,2024-05-21,2026-05-11,27441379,17406410,0,0,Active,Credit card,23.87,24,1416318.17,694,UZS
L001858,C00244,2024-01-24,2026-01-13,4645675,2691624,0,0,Active,Installment,25.73,24,243375.3,786,UZS
L001859,C00977,2024-08-25,2024-11-23,11156051,8579317,0,0,Active,Credit card,40.2,3,5213594.5,471,UZS
L001860,C02241,2024-11-24,2025-08-21,4131789,1942170,1220283,97,Overdue,Cash loan,30.21,9,597778.05,803,UZS
L001861,C00774,2024-02-08,2024-08-06,22274138,12630915,0,0,Active,Installment,43.12,6,5313124.38,773,UZS
L001862,C00583,2024-12-04,2026-11-24,27448107,0,0,0,Closed,Cash loan,31.18,24,1500267.78,627,UZS
L001863,C00605,2024-11-04,2026-04-28,14903746,9219188,0,0,Active,Credit card,42.02,18,1175905.56,626,UZS
L001864,C00940,2025-09-08,2027-03-02,7963243,0,0,0,Closed,Installment,34.11,18,593305.84,809,UZS
L001865,C01448,2025-07-14,2026-07-09,28347356,20831376,0,0,Active,Credit card,30.16,12,3074743.21,721,UZS
L001866,C00738,2025-06-05,2025-12-02,19395699,10121467,0,0,Active,Credit card,41.53,6,4575122.13,373,UZS
L001867,C02411,2025-11-27,2027-05-21,27362862,11989463,0,0,Active,Credit card,29.02,18,1961309.14,775,UZS
L001868,C01719,2024-11-23,2026-11-13,28312723,22776745,0,0,Active,Cash loan,41.37,24,1667737.35,557,UZS
L001869,C02080,2025-06-16,2026-06-11,2793638,994677,0,0,Active,Installment,45.56,12,338868.29,754,UZS
L001870,C00520,2025-02-13,2028-01-29,42286886,30421690,0,0,Active,Cash loan,44.07,36,1692297.69,551,UZS
L001871,C01030,2025-05-21,2025-11-17,6628649,5117864,0,0,Active,Installment,28.45,6,1419083.27,602,UZS
L001872,C01957,2024-04-13,2025-10-05,35466349,5343913,0,0,Active,Cash loan,23.39,18,2431218.22,843,UZS
L001873,C00803,2025-05-15,2025-11-11,34561133,27505777,0,0,Active,Credit card,43.44,6,8262414.86,416,UZS
L001874,C00339,2025-02-05,2026-01-31,1056009,627491,113642,19,Overdue,Microloan,38.82,12,122162.64,464,UZS
L001875,C00103,2024-04-18,2026-04-08,1383737,1036895,0,0,Active,Installment,27.31,24,73401.48,488,UZS
L001876,C00372,2025-08-05,2025-11-03,6987268,0,0,0,Closed,Cash loan,28.43,3,2991249.43,759,UZS
L001877,C00155,2024-01-25,2027-01-09,5978381,1226890,0,0,Active,Installment,25.14,36,207815.17,789,UZS
L001878,C01232,2024-09-15,2025-06-12,4881619,2151163,0,0,Active,Installment,37.45,9,745531.7,474,UZS
L001879,C02013,2025-06-25,2026-12-17,2644436,2016361,771367,2,Overdue,Microloan,41.44,18,207793.9,423,UZS
L001880,C02184,2024-04-17,2026-04-07,4045252,2339322,0,0,Active,Credit card,38.27,24,233057.08,626,UZS
L001881,C01356,2025-01-14,2026-01-09,16094824,13282250,8670766,58,Overdue,Installment,40.44,12,1883630.9,517,UZS
L001882,C02471,2024-01-22,2027-01-06,5691444,0,0,0,Closed,Microloan,34.7,36,212954.86,701,UZS
L001883,C02212,2025-02-15,2025-11-12,27867540,0,0,0,Closed,Credit card,26.65,9,3921582.16,705,UZS
L001884,C00869,2025-09-18,2028-09-02,39545448,19113259,5893200,5,Overdue,Cash loan,41.5,36,1554355.8,663,UZS
L001885,C01779,2024-04-01,2025-03-27,6680901,2904330,1700540,28,Overdue,Credit card,34.17,12,746980.41,491,UZS
L001886,C00368,2024-06-28,2025-06-23,23990058,19419844,0,0,Active,Installment,44.03,12,2879406.71,390,UZS
L001887,C02267,2025-10-14,2027-10-04,6299670,0,0,0,Closed,Microloan,23.9,24,325220.46,713,UZS
L001888,C00682,2025-05-29,2025-08-27,25558152,18445289,0,0,Active,Credit card,33.15,3,11343559.8,591,UZS
L001889,C01982,2024-04-12,2024-10-09,32878352,25480320,0,0,Active,Cash loan,45.15,6,7953821.32,714,UZS
L001890,C01860,2025-03-15,2025-09-11,3300333,2034325,211452,27,Overdue,Microloan,31.48,6,723212.97,454,UZS
L001891,C01682,2025-03-19,2025-12-14,11305793,3766484,0,0,Active,Installment,35.18,9,1698130.11,727,UZS
L001892,C01375,2025-04-22,2026-01-17,15464262,11226259,0,0,Active,Cash loan,37.36,9,2360190.03,733,UZS
L001893,C02013,2024-08-14,2026-08-04,4967462,3160770,1887696,24,Overdue,Credit card,24.4,24,257480.11,701,UZS
L001894,C00070,2024-12-27,2026-12-17,16760441,14190975,0,0,Active,Credit card,24.34,24,868330.51,780,UZS
L001895,C02499,2025-11-14,2027-11-04,986158,347711,0,0,Active,Microloan,36.18,24,55956.25,724,UZS
L001896,C00309,2025-01-05,2026-12-26,13561839,9267227,0,0,Active,Credit card,40.57,24,794328.21,720,UZS
L001897,C00376,2025-11-30,2028-11-14,23933978,18833969,6501071,24,Overdue,Installment,23.29,36,819672.26,383,UZS
L001898,C00791,2025-08-12,2027-02-03,6891313,1723008,0,0,Active,Cash loan,41.58,18,542040.05,777,UZS
L001899,C00839,2024-11-25,2025-11-20,3054763,2040306,0,0,Active,Installment,44.11,12,366851.58,705,UZS
L001900,C01165,2024-10-28,2026-10-18,4157335,0,0,0,Closed,Installment,33.78,24,231736.78,731,UZS
L001901,C01189,2025-09-24,2026-09-19,22196460,6152695,0,0,Active,Cash loan,29.24,12,2390558.74,818,UZS
L001902,C01979,2025-10-15,2026-04-13,42171519,21818107,0,0,Active,Cash loan,30.36,6,9162465.36,744,UZS
L001903,C02156,2025-01-21,2025-07-20,32392902,24919302,16710789,30,Overdue,Credit card,35.45,6,7312697.63,564,UZS
L001904,C01905,2025-02-16,2025-08-15,1235563,0,0,0,Closed,Installment,39.81,6,287906.77,503,UZS
L001905,C01071,2025-04-23,2026-04-18,7628478,3715320,0,0,Active,Microloan,29.95,12,826100.6,748,UZS
L001906,C00471,2024-07-01,2024-09-29,13438851,7114431,3453616,52,Overdue,Installment,22.7,3,5496490.06,503,UZS
L001907,C01340,2024-01-24,2024-10-20,32502470,13476505,0,0,Active,Cash loan,34.83,9,4869231.14,866,UZS
L001908,C02121,2024-08-19,2026-02-10,19758773,7164741,0,0,Active,Cash loan,28.87,18,1414618.38,577,UZS
L001909,C00723,2024-05-10,2025-02-04,11628029,10056477,2871424,82,Overdue,Credit card,33.69,9,1727279.11,674,UZS
L001910,C01446,2024-04-19,2027-04-04,20585722,12157767,0,0,Active,Cash loan,29.03,36,737826.59,842,UZS
L001911,C01895,2025-08-04,2027-07-25,7684780,5408193,0,0,Active,Credit card,34.47,24,430571.82,661,UZS
L001912,C01154,2024-01-09,2025-12-29,5518728,3594520,1088634,104,Default,Installment,41.86,24,326202.81,487,UZS
L001913,C02465,2025-08-27,2025-11-25,33258928,26078619,0,0,Active,Cash loan,22.05,3,13530840.54,741,UZS
L001914,C00788,2025-07-04,2026-12-26,13735680,11320877,1355809,4,Overdue,Cash loan,38.67,18,1058181.53,401,UZS
L001915,C01004,2024-09-14,2025-06-11,14957516,11915132,0,0,Active,Installment,27.71,9,2122471.52,666,UZS
L001916,C01577,2024-07-01,2025-06-26,5935883,4461536,0,0,Active,Cash loan,42.71,12,705924.89,636,UZS
L001917,C02260,2024-01-08,2025-12-28,1001705,830470,0,0,Active,Installment,42.77,24,59588.93,549,UZS
L001918,C01963,2025-11-02,2028-10-17,32479185,27104378,11998076,3,Overdue,Credit card,26.08,36,1137493.23,547,UZS
L001919,C00682,2025-08-27,2026-08-22,28398135,23667200,0,0,Active,Cash loan,23.63,12,2925717.86,550,UZS
L001920,C02370,2024-03-01,2025-02-24,1564417,1120255,0,0,Active,Microloan,36.26,12,177639.55,645,UZS
L001921,C00634,2025-02-22,2025-08-21,27800367,21170508,0,0,Active,Credit card,26.81,6,5875607.57,571,UZS
L001922,C02387,2025-10-14,2028-09-28,23638089,3931840,0,0,Active,Credit card,36.63,36,897131.14,587,UZS
L001923,C00941,2025-01-03,2025-09-30,4321340,2554326,0,0,Active,Microloan,37.54,9,660396.78,441,UZS
L001924,C02495,2025-03-21,2025-06-19,43256599,24967014,0,0,Active,Cash loan,36.09,3,19622635.19,652,UZS
L001925,C00354,2025-08-22,2027-02-13,6831849,5168006,1096968,49,Overdue,Cash loan,36.3,18,517322.79,704,UZS
L001926,C02081,2024-04-08,2025-01-03,32941808,6283395,0,0,Active,Credit card,37.03,9,5015573.28,515,UZS
L001927,C02103,2025-06-12,2026-03-09,38972640,8992262,0,0,Active,Cash loan,26.41,9,5473923.8,603,UZS
L001928,C02117,2024-12-20,2026-12-10,7926195,0,0,0,Closed,Microloan,41.88,24,468570.23,702,UZS
L001929,C02284,2024-01-24,2024-10-20,4695547,0,0,0,Closed,Credit card,37.78,9,718836.07,742,UZS
L001930,C01319,2024-05-30,2026-05-20,5323409,630123,0,0,Active,Installment,38.5,24,307205.06,740,UZS
L001931,C01100,2025-09-06,2027-08-27,1048188,451834,213449,7,Overdue,Installment,45.55,24,63568.23,771,UZS
L001932,C01170,2025-11-25,2026-02-23,34651591,20380590,0,0,Active,Credit card,43.7,3,16598112.09,433,UZS
L001933,C01263,2025-03-11,2025-06-09,29139453,0,0,0,Closed,Credit card,34.78,3,13091384.92,720,UZS
L001934,C01985,2025-01-30,2025-07-29,6648063,3672482,0,0,Active,Cash loan,44.67,6,1602958.79,620,UZS
L001935,C00388,2025-11-21,2026-02-19,29834180,17025333,0,0,Active,Credit card,38.2,3,13743612.25,577,UZS
L001936,C02069,2024-09-27,2027-09-12,12033837,6509957,1624334,11,Overdue,Cash loan,45.62,36,486768.71,530,UZS
L001937,C01773,2025-10-30,2028-10-14,4527997,1665951,0,0,Active,Microloan,25.33,36,157637.18,579,UZS
L001938,C02085,2024-11-27,2025-11-22,13082607,6762607,4625129,46,Overdue,Installment,33.35,12,1453804.7,599,UZS
L001939,C00919,2024-02-25,2024-08-23,26045486,8185722,0,0,Active,Cash loan,36.92,6,5943579.91,722,UZS
L001940,C01431,2024-09-28,2026-09-18,37139866,19693729,10774706,4,Overdue,Cash loan,27.09,24,1966710.65,453,UZS
L001941,C00803,2025-03-13,2026-09-04,22768770,13857345,8658227,51,Overdue,Installment,37.72,18,1742063.89,397,UZS
L001942,C01427,2024-10-13,2025-04-11,14956408,4735321,0,0,Active,Cash loan,36.78,6,3409562.48,767,UZS
L001943,C01886,2025-04-18,2027-04-08,19441672,12109287,0,0,Active,Credit card,33.06,24,1077878.7,505,UZS
L001944,C00794,2024-09-27,2026-03-21,1084740,917774,0,0,Active,Installment,27.36,18,76751.38,757,UZS
L001945,C01703,2024-10-04,2025-09-29,21282212,12610526,4219197,48,Overdue,Installment,39.7,12,2477604.18,525,UZS
L001946,C02157,2025-04-15,2026-04-10,19565937,8096282,1136769,56,Overdue,Credit card,38.66,12,2260844.02,389,UZS
L001947,C02312,2025-10-17,2028-10-01,8500018,5466059,750326,31,Overdue,Credit card,43.76,36,339434.05,483,UZS
L001948,C02178,2024-11-05,2025-08-02,20043973,15097642,0,0,Active,Credit card,24.26,9,2767404.54,602,UZS
L001949,C00699,2024-04-02,2024-09-29,17642922,12474689,3545675,26,Overdue,Installment,26.11,6,3708248.16,585,UZS
L001950,C00967,2024-09-24,2025-06-21,8771980,5805806,0,0,Active,Credit card,28.94,9,1256732.33,639,UZS
L001951,C01308,2024-03-20,2024-06-18,29211323,5170785,0,0,Active,Credit card,40.8,3,13709847.59,688,UZS
L001952,C02446,2025-02-25,2025-08-24,11979009,9829102,1245180,9,Overdue,Cash loan,31.13,6,2618012.42,482,UZS
L001953,C01985,2024-10-30,2025-07-27,7966829,6430766,2179049,139,Default,Installment,23.77,9,1095616.03,662,UZS
L001954,C01653,2025-08-29,2028-08-13,33628629,25150185,13493504,4,Overdue,Credit card,44.73,36,1351964.3,499,UZS
L001955,C00391,2025-10-27,2026-04-25,18023402,0,0,0,Closed,Installment,29.49,6,3889750.54,584,UZS
L001956,C01490,2024-02-22,2026-02-11,12510105,0,0,0,Closed,Cash loan,28.16,24,668039.61,785,UZS
L001957,C01309,2025-01-03,2027-12-19,3902472,402738,0,0,Active,Microloan,30.77,36,141757.3,516,UZS
L001958,C02175,2024-05-18,2025-05-13,2146861,816956,0,0,Active,Microloan,35.5,12,242416.39,610,UZS
L001959,C00924,2025-01-09,2025-10-06,29967368,8854647,0,0,Active,Cash loan,27.04,9,4230060.48,724,UZS
L001960,C02310,2024-10-31,2026-04-24,20808807,17047707,0,0,Active,Credit card,41.81,18,1639387.18,408,UZS
L001961,C00830,2024-01-04,2024-12-29,5781999,5314440,1712112,22,Overdue,Microloan,24.46,12,599689.66,648,UZS
L001962,C01289,2025-02-26,2027-02-16,29285091,24154385,0,0,Active,Cash loan,22.93,24,1500006.77,714,UZS
L001963,C01630,2025-02-10,2028-01-26,42644554,9677332,0,0,Active,Cash loan,26.36,36,1496823.85,748,UZS
L001964,C01033,2024-03-03,2025-02-26,19044282,0,0,0,Closed,Cash loan,42.46,12,2260873.68,503,UZS
L001965,C01923,2024-04-13,2026-04-03,27461109,0,0,0,Closed,Credit card,24.18,24,1420883.55,594,UZS
L001966,C01234,2024-05-30,2027-05-15,3837790,1977726,0,0,Active,Microloan,38.3,36,147435.1,468,UZS
L001967,C00495,2024-05-14,2026-05-04,22298144,7033565,0,0,Active,Cash loan,22.54,24,1138506.07,471,UZS
L001968,C00948,2024-02-27,2024-05-27,8398207,4992486,0,0,Active,Credit card,25.87,3,3523607.72,606,UZS
L001969,C00966,2025-10-18,2027-04-11,35769760,0,0,0,Closed,Cash loan,36.5,18,2712540.13,569,UZS
L001970,C01560,2025-05-11,2026-05-06,15334166,5855934,0,0,Active,Cash loan,23.34,12,1576096.7,663,UZS
L001971,C02202,2025-09-02,2028-08-17,21462294,13423703,6154081,9,Overdue,Credit card,31.41,36,783433.35,492,UZS
L001972,C00973,2024-05-11,2025-05-06,5093001,0,0,0,Closed,Installment,32.11,12,560696.97,666,UZS
L001973,C02007,2024-07-21,2025-07-16,6884858,3643065,0,0,Active,Credit card,38.98,12,797381.3,614,UZS
L001974,C01864,2024-07-05,2026-06-25,23181304,23045167,15386934,14,Overdue,Cash loan,42.5,24,1376389.93,529,UZS
L001975,C00807,2024-03-25,2024-09-21,11919670,10012375,6178421,43,Overdue,Installment,28.99,6,2562530.39,480,UZS
L001976,C00174,2024-04-08,2025-01-03,7763645,6525427,0,0,Active,Credit card,28.04,9,1104507.9,623,UZS
L001977,C01515,2025-11-22,2026-02-20,23325182,0,0,0,Closed,Installment,43.72,3,11174317.19,740,UZS
L001978,C01428,2025-02-28,2025-08-27,44178517,16094718,0,0,Active,Cash loan,26.72,6,9330502.79,779,UZS
L001979,C01401,2024-08-27,2025-02-23,15991442,10370829,0,0,Active,Installment,41.36,6,3767583.74,748,UZS
L001980,C02497,2024-09-05,2027-08-21,5165558,2726313,0,0,Active,Cash loan,23.42,36,177092.55,587,UZS
L001981,C00759,2025-05-03,2025-10-30,18099160,6317097,2283245,78,Overdue,Cash loan,41.52,6,4268988.54,830,UZS
L001982,C02061,2025-02-07,2027-01-28,17649062,9968695,0,0,Active,Credit card,28.45,24,944592.51,772,UZS
L001983,C01023,2025-10-23,2026-10-18,20656222,15053948,0,0,Active,Credit card,32.99,12,2289225.8,844,UZS
L001984,C00003,2024-12-06,2027-11-21,24923428,14192029,0,0,Active,Credit card,41.1,36,976859.91,775,UZS
L001985,C00255,2025-01-11,2025-10-08,23922577,20338166,13426381,144,Overdue,Credit card,41.86,9,3770729.75,486,UZS
L001986,C00203,2025-08-05,2026-07-31,3187913,1009917,0,0,Active,Credit card,40.38,12,372932.69,478,UZS
L001987,C00814,2024-06-08,2024-09-06,7633218,2603386,1300263,128,Default,Microloan,43.47,3,3650459.29,773,UZS
L001988,C00851,2024-12-19,2025-06-17,7377496,5403897,0,0,Active,Installment,31.87,6,1621450.66,472,UZS
L001989,C01014,2024-01-31,2025-07-24,26380868,17232528,0,0,Active,Credit card,40.51,18,2059319.87,781,UZS
L001990,C01130,2024-10-15,2025-10-10,16553900,5261720,0,0,Active,Installment,25.92,12,1737055.91,674,UZS
L001991,C01695,2024-08-26,2024-11-24,26731357,0,0,0,Closed,Credit card,39.56,3,12435427.28,685,UZS
L001992,C00151,2024-10-28,2027-10-13,22461138,18122398,0,0,Active,Cash loan,24.51,36,776843.41,640,UZS
L001993,C02086,2025-08-23,2027-08-13,1856261,1464668,750830,2,Overdue,Installment,39.57,24,107949.31,749,UZS
L001994,C01202,2024-06-26,2024-09-24,2244839,1719843,0,0,Active,Microloan,24.05,3,928240.93,373,UZS
L001995,C00301,2024-02-11,2026-01-31,21421193,2292059,0,0,Active,Cash loan,24.12,24,1107832.7,465,UZS
L001996,C02139,2025-07-16,2026-04-12,13986822,0,0,0,Closed,Installment,30.59,9,2029487.87,844,UZS
L001997,C00475,2024-09-28,2026-03-22,18297075,3482489,0,0,Active,Cash loan,39.27,18,1415685.35,620,UZS
L001998,C01876,2024-06-08,2024-09-06,8728729,7903985,3023507,101,Default,Installment,24.31,3,3616894.34,508,UZS
L001999,C00852,2025-09-23,2026-03-22,3199953,0,0,0,Closed,Credit card,22.25,6,651990.42,564,UZS
L002000,C01044,2025-05-25,2025-11-21,1519101,236655,0,0,Active,Microloan,25.5,6,317745.29,829,UZS
L002001,C01797,2024-02-02,2025-07-26,23547546,0,0,0,Closed,Cash loan,35.17,18,1768289.88,832,UZS
L002002,C01790,2024-02-05,2026-01-25,24624186,6798543,0,0,Active,Credit card,22.94,24,1261373.93,455,UZS
L002003,C00062,2025-08-19,2027-08-09,7061062,0,0,0,Closed,Microloan,28.45,24,377913.92,456,UZS
L002004,C00242,2025-09-01,2027-02-23,36894598,23260910,0,0,Active,Cash loan,45.85,18,2989487.29,818,UZS
L002005,C02406,2025-10-20,2026-04-18,37651530,20458626,0,0,Active,Cash loan,43.69,6,9016913.91,606,UZS
L002006,C00615,2024-09-28,2026-09-18,25746240,24608040,8861255,9,Overdue,Credit card,36.29,24,1462064.6,433,UZS
L002007,C01613,2024-10-12,2026-04-05,3259150,0,0,0,Closed,Credit card,38.77,18,251262.36,444,UZS
L002008,C01919,2024-10-04,2025-04-02,4290509,1894850,0,0,Active,Cash loan,34.18,6,959500.83,763,UZS
L002009,C00048,2025-06-06,2027-05-27,9437061,3481170,0,0,Active,Installment,39.18,24,547270.9,707,UZS
L002010,C00897,2024-04-09,2025-01-04,33494617,14208563,0,0,Active,Cash loan,24.01,9,4615186.06,737,UZS
L002011,C01587,2024-01-17,2024-04-16,21784715,12707214,0,0,Active,Credit card,42.97,3,10381869.01,682,UZS
L002012,C00238,2025-07-29,2028-07-13,16202583,4911835,0,0,Active,Credit card,38.16,36,621819.13,531,UZS
L002013,C00111,2024-07-03,2026-06-23,32138106,24617451,0,0,Active,Credit card,26.96,24,1700105.81,509,UZS
L002014,C02389,2024-12-20,2025-03-20,14121243,9800617,0,0,Active,Installment,30.17,3,6127207.34,779,UZS
L002015,C00082,2024-01-28,2026-01-17,12400420,1640430,0,0,Active,Installment,37.02,24,707960.65,797,UZS
L002016,C00766,2025-08-27,2028-08-11,2196285,1956793,502405,79,Overdue,Installment,32.03,36,80548.75,613,UZS
L002017,C01608,2024-01-14,2026-01-03,15083521,2551515,0,0,Active,Cash loan,24.82,24,784468.79,808,UZS
L002018,C02068,2024-11-13,2026-05-07,39010622,28407105,0,0,Active,Cash loan,24.25,18,2692816.55,664,UZS
L002019,C01813,2024-04-05,2024-07-04,35093947,0,0,0,Closed,Cash loan,40.97,3,16490645.7,618,UZS
L002020,C01144,2025-05-20,2026-02-14,16359761,0,0,0,Closed,Cash loan,42.63,9,2592658.57,678,UZS
L002021,C00727,2024-02-23,2026-02-12,29623437,14924175,5337008,7,Overdue,Credit card,42.41,24,1757780.69,651,UZS
L002022,C01621,2025-01-11,2027-12-27,11904880,4710055,473941,46,Overdue,Installment,24.51,36,411743.5,560,UZS
L002023,C00233,2024-02-15,2027-01-30,7962155,2283613,0,0,Active,Installment,25.44,36,277436.87,495,UZS
L002024,C00023,2024-09-02,2025-05-30,14590035,12515024,2105808,42,Overdue,Installment,31.61,9,2133549.45,721,UZS
L002025,C00346,2025-05-25,2026-05-20,11483411,10574610,5609969,49,Overdue,Installment,32.42,12,1267194.4,474,UZS
L002026,C00579,2024-06-21,2025-06-16,32790329,18595247,10179032,25,Overdue,Cash loan,26.32,12,3451728.63,459,UZS
L002027,C01239,2025-02-26,2025-11-23,6768578,3422850,0,0,Active,Credit card,41.4,9,1063418.81,812,UZS
L002028,C01025,2025-10-01,2027-03-25,24437024,0,0,0,Closed,Credit card,45.12,18,1970167.18,717,UZS
L002029,C02181,2024-08-26,2026-02-17,22732424,6089861,0,0,Active,Cash loan,39.19,18,1757847.83,403,UZS
L002030,C00920,2025-03-27,2025-09-23,23674596,6322141,0,0,Active,Credit card,39.72,6,5513024.26,740,UZS
L002031,C02470,2025-02-05,2028-01-21,17500471,12522413,6077982,19,Overdue,Cash loan,34.89,36,655732.93,509,UZS
L002032,C01401,2024-07-26,2025-04-22,29809634,0,0,0,Closed,Cash loan,25.83,9,4167718.05,485,UZS
L002033,C01747,2024-01-05,2026-12-20,21418954,15746738,6317943,44,Overdue,Installment,25.84,36,748711.44,495,UZS
L002034,C01272,2025-01-13,2027-12-29,31289350,0,0,0,Closed,Cash loan,28.01,36,1112597.14,892,UZS
L002035,C00171,2024-11-03,2026-10-24,13299401,5313792,0,0,Active,Credit card,34.65,24,746151.81,802,UZS
L002036,C00814,2025-01-21,2026-01-16,19554843,2594178,0,0,Active,Credit card,36.52,12,2224689.31,524,UZS
L002037,C01657,2024-08-18,2025-02-14,31938518,29524616,17087213,30,Overdue,Credit card,24.51,6,6627774.79,489,UZS
L002038,C00174,2025-06-23,2027-06-13,16254943,15253954,3710504,85,Overdue,Credit card,45.91,24,988232.81,488,UZS
L002039,C01306,2025-09-12,2027-03-06,12997047,0,0,0,Closed,Cash loan,34.19,18,968929.85,578,UZS
L002040,C00817,2025-07-27,2027-01-18,23830660,18174696,0,0,Active,Credit card,22.57,18,1622735.55,835,UZS
L002041,C01264,2024-05-16,2024-08-14,16421731,10067611,6244920,56,Overdue,Cash loan,30.02,3,7117178.22,794,UZS
L002042,C00142,2024-07-13,2026-07-03,28690106,0,0,0,Closed,Credit card,39.11,24,1662950.27,776,UZS
L002043,C00901,2025-04-08,2025-10-05,14054389,11443209,2173050,85,Overdue,Installment,29.58,6,3035279.54,490,UZS
L002044,C01703,2025-10-18,2026-07-15,7243362,5698866,2899092,41,Overdue,Credit card,39.87,9,1125698.94,535,UZS
L002045,C01942,2025-01-31,2025-05-01,20477314,7850791,0,0,Active,Cash loan,22.62,3,8369760.81,764,UZS
L002046,C00247,2025-08-25,2026-02-21,24971698,19743065,0,0,Active,Cash loan,41.9,6,5905806.58,616,UZS
L002047,C01828,2025-10-02,2028-09-16,16900371,4534514,0,0,Active,Installment,44.53,36,678502.95,645,UZS
L002048,C01930,2024-10-16,2025-07-13,17156668,0,0,0,Closed,Credit card,34.76,9,2568925.09,787,UZS
L002049,C00670,2024-12-30,2027-12-15,12470064,2918732,0,0,Active,Installment,30.88,36,453356.1,626,UZS
L002050,C01032,2024-09-21,2024-12-20,18727959,10371399,0,0,Active,Cash loan,30.67,3,8157274.68,623,UZS
L002051,C01467,2025-02-12,2027-02-02,23025196,0,0,0,Closed,Cash loan,28.29,24,1230792.66,542,UZS
L002052,C00138,2024-09-23,2025-09-18,29690510,0,0,0,Closed,Cash loan,42.5,12,3525748.06,688,UZS
L002053,C00046,2025-07-29,2027-07-19,34440715,10484431,0,0,Active,Cash loan,27.76,24,1833394.06,760,UZS
L002054,C02213,2024-05-30,2027-05-15,37860831,11493205,0,0,Active,Cash loan,45.34,36,1528525.88,630,UZS
L002055,C01092,2024-05-14,2027-04-29,42124654,14256667,0,0,Active,Cash loan,28.49,36,1503499.11,688,UZS
L002056,C00724,2024-03-03,2024-08-30,29519009,12345838,0,0,Active,Credit card,34.6,6,6622097.69,724,UZS
L002057,C02286,2024-02-17,2025-08-10,8689515,6116653,0,0,Active,Credit card,24.49,18,600976.51,538,UZS
L002058,C01438,2025-04-12,2025-10-09,19019293,2828801,0,0,Active,Installment,33.73,6,4239083.42,623,UZS
L002059,C01549,2024-03-28,2024-09-24,1028956,0,0,0,Closed,Microloan,43.74,6,246503.56,577,UZS
L002060,C02332,2024-04-30,2025-04-25,31096169,18836424,0,0,Active,Credit card,31.53,12,3408399.26,782,UZS
L002061,C02235,2025-08-14,2027-08-04,17089975,3485707,0,0,Active,Installment,29.49,24,922075.36,538,UZS
L002062,C02333,2025-10-07,2026-04-05,3895867,2396776,0,0,Active,Microloan,24.46,6,808132.68,693,UZS
L002063,C01816,2024-10-01,2026-03-25,41304511,10087017,0,0,Active,Cash loan,29.57,18,2973236.38,391,UZS
L002064,C00620,2024-02-26,2024-05-26,7345411,2613781,0,0,Active,Installment,25.09,3,3062791.54,437,UZS
L002065,C01172,2024-04-08,2024-07-07,11559206,8322508,0,0,Active,Installment,30.0,3,5008989.27,542,UZS
L002066,C01822,2025-09-10,2025-12-09,33262531,23950046,0,0,Active,Cash loan,24.81,3,13838321.65,617,UZS
L002067,C00399,2025-02-04,2028-01-20,10180190,9902251,2444829,132,Overdue,Credit card,38.66,36,392106.98,506,UZS
L002068,C00717,2024-03-31,2024-06-29,13317873,9880095,0,0,Active,Credit card,23.66,3,5489627.25,807,UZS
L002069,C02373,2025-09-11,2026-06-08,16066062,12219250,2145307,26,Overdue,Installment,35.24,9,2414193.58,569,UZS
L002070,C00765,2024-09-29,2027-09-14,17522574,0,0,0,Closed,Cash loan,40.85,36,685570.71,648,UZS
L002071,C01929,2025-06-11,2027-06-01,18795750,0,0,0,Closed,Credit card,29.21,24,1011916.19,570,UZS
