action_id,loan_id,customer_id,collector_id,action_date,action_type,action_result,promise_to_pay_date,promise_amount,next_follow_up_date
A00001821,L001544,C00317,CL012,2025-12-20,Call,Promise to Pay,2025-12-31,143088,2025-12-23
A00001822,L001544,C00317,CL008,2025-12-19,SMS,Rescheduled,,,2025-12-28
A00001823,L001544,C00317,CL007,2025-12-20,Call,No Answer,,,2025-12-24
A00001824,L001548,C01416,CL024,2025-12-31,Call,Refused,,,2026-01-06
A00001825,L001548,C01416,CL026,2025-12-14,Call,Promise to Pay,2025-12-23,1196829,2025-12-19
A00001826,L001549,C01078,CL041,2025-09-07,Call,Refused,,,2025-09-13
A00001827,L001549,C01078,CL045,2025-09-05,Call,No Answer,,,2025-09-06
A00001828,L001549,C01078,CL017,2025-09-07,SMS,Refused,,,2025-09-11
A00001829,L001549,C01078,CL045,2025-09-15,Call,Promise to Pay,2025-09-19,188589,2025-09-23
A00001830,L001549,C01078,CL017,2025-08-31,Call,Promise to Pay,2025-09-09,795293,2025-09-10
A00001831,L001549,C01078,CL018,2025-09-28,SMS,Refused,,,2025-10-03
A00001832,L001549,C01078,CL036,2025-08-21,Email,No Answer,,,2025-08-30
A00001833,L001549,C01078,CL040,2025-10-30,Field Visit,Promise to Pay,2025-11-06,556179,2025-10-31
A00001834,L001549,C01078,CL017,2025-09-20,Call,Promise to Pay,2025-09-25,140420,2025-09-28
A00001835,L001549,C01078,CL030,2025-09-03,SMS,Promise to Pay,2025-09-04,542391,2025-09-08
A00001836,L001550,C01481,CL028,2025-12-02,Call,Promise to Pay,2025-12-04,1573768,2025-12-06
A00001837,L001550,C01481,CL024,2025-11-21,Field Visit,Promise to Pay,2025-12-01,1291926,2025-11-29
A00001838,L001550,C01481,CL023,2025-12-13,Call,Promise to Pay,2025-12-15,921584,2025-12-22
A00001839,L001553,C00201,CL006,2025-12-24,SMS,Promise to Pay,2025-12-28,113064,2026-01-03
A00001840,L001553,C00201,CL004,2025-12-15,Call,Paid,,,2025-12-18
A00001841,L001553,C00201,CL006,2025-12-15,SMS,Paid,,,2025-12-17
A00001842,L001553,C00201,CL011,2025-12-20,Call,No Answer,,,2025-12-29
A00001843,L001553,C00201,CL012,2025-12-17,Call,Promise to Pay,2025-12-24,1302724,2025-12-22
A00001844,L001556,C01528,CL016,2025-12-31,Field Visit,No Answer,,,2026-01-05
A00001845,L001556,C01528,CL021,2025-12-31,SMS,Rescheduled,,,2026-01-01
A00001846,L001556,C01528,CL030,2025-12-31,Call,No Answer,,,2026-01-05
A00001847,L001570,C01703,CL016,2025-12-31,Push,Promise to Pay,2026-01-07,153717,2026-01-04
A00001848,L001570,C01703,CL041,2025-12-31,Call,Paid,,,2026-01-03
A00001849,L001570,C01703,CL034,2025-12-31,Call,Refused,,,2026-01-05
A00001850,L001570,C01703,CL040,2025-12-31,Call,Promise to Pay,2026-01-08,416273,2026-01-07
A00001851,L001570,C01703,CL040,2025-12-31,Email,Promise to Pay,2026-01-05,4747571,2026-01-10
A00001852,L001570,C01703,CL031,2025-12-31,Push,Refused,,,2026-01-09
A00001853,L001570,C01703,CL020,2025-12-13,Call,No Answer,,,2025-12-17
A00001854,L001570,C01703,CL024,2025-12-31,Field Visit,Rescheduled,,,2026-01-05
A00001855,L001570,C01703,CL035,2025-12-31,Push,Paid,,,2026-01-07
A00001856,L001576,C01747,CL014,2025-12-14,SMS,Paid,,,2025-12-16
A00001857,L001576,C01747,CL010,2025-11-29,Push,Promise to Pay,2025-12-06,1457229,2025-12-01
A00001858,L001582,C01771,CL016,2025-12-21,Call,No Answer,,,2025-12-27
A00001859,L001582,C01771,CL023,2025-12-06,Email,Refused,,,2025-12-16
A00001860,L001582,C01771,CL028,2025-12-03,Email,Promise to Pay,2025-12-14,885295,2025-12-06
A00001861,L001582,C01771,CL024,2025-12-01,SMS,No Answer,,,2025-12-03
A00001862,L001582,C01771,CL023,2025-11-17,Push,Promise to Pay,2025-11-24,2408458,2025-11-23
A00001863,L001582,C01771,CL025,2025-12-17,SMS,Promise to Pay,2025-12-29,3378748,2025-12-22
A00001864,L001582,C01771,CL017,2025-11-27,Call,No Answer,,,2025-12-03
A00001865,L001582,C01771,CL016,2025-12-15,SMS,Promise to Pay,2025-12-28,3965074,2025-12-23
A00001866,L001585,C02306,CL024,2025-11-03,Push,Wrong Number,,,2025-11-07
A00001867,L001585,C02306,CL026,2025-11-25,Call,No Answer,,,2025-12-02
A00001868,L001585,C02306,CL022,2025-11-05,SMS,Rescheduled,,,2025-11-08
A00001869,L001585,C02306,CL025,2025-12-13,SMS,Promise to Pay,2025-12-27,308007,2025-12-19
A00001870,L001591,C01813,CL030,2025-12-04,SMS,Promise to Pay,2025-12-07,2039123,2025-12-06
A00001871,L001591,C01813,CL019,2025-12-12,Field Visit,No Answer,,,2025-12-14
A00001872,L001592,C00749,CL002,2025-12-26,SMS,Refused,,,2025-12-30
A00001873,L001592,C00749,CL007,2025-12-25,Call,No Answer,,,2026-01-04
A00001874,L001595,C01325,CL028,2025-11-05,Push,No Answer,,,2025-11-14
A00001875,L001595,C01325,CL019,2025-11-05,Call,Paid,,,2025-11-11
A00001876,L001595,C01325,CL016,2025-10-31,Field Visit,Rescheduled,,,2025-11-08
A00001877,L001595,C01325,CL018,2025-11-13,Call,Promise to Pay,2025-11-22,585965,2025-11-19
A00001878,L001595,C01325,CL022,2025-11-02,Field Visit,Rescheduled,,,2025-11-09
A00001879,L001595,C01325,CL018,2025-11-21,Call,Refused,,,2025-11-22
A00001880,L001596,C00781,CL016,2025-08-14,Push,Promise to Pay,2025-08-22,348647,2025-08-19
A00001881,L001596,C00781,CL018,2025-08-06,Email,Promise to Pay,2025-08-20,762966,2025-08-11
A00001882,L001596,C00781,CL045,2025-07-26,Push,Paid,,,2025-07-28
A00001883,L001596,C00781,CL020,2025-09-19,Field Visit,No Answer,,,2025-09-27
A00001884,L001596,C00781,CL019,2025-09-25,Call,Paid,,,2025-10-05
A00001885,L001596,C00781,CL042,2025-07-08,SMS,No Answer,,,2025-07-16
A00001886,L001596,C00781,CL033,2025-07-07,Push,No Answer,,,2025-07-13
A00001887,L001596,C00781,CL037,2025-07-10,Push,No Answer,,,2025-07-15
A00001888,L001597,C02440,CL012,2025-12-06,Call,Promise to Pay,2025-12-20,109119,2025-12-11
A00001889,L001599,C01747,CL021,2025-12-16,SMS,No Answer,,,2025-12-18
A00001890,L001599,C01747,CL019,2025-10-09,Push,No Answer,,,2025-10-13
A00001891,L001599,C01747,CL019,2025-10-25,Call,Refused,,,2025-11-04
A00001892,L001599,C01747,CL019,2025-10-22,Call,No Answer,,,2025-10-26
A00001893,L001599,C01747,CL027,2025-12-19,SMS,Rescheduled,,,2025-12-22
A00001894,L001599,C01747,CL025,2025-11-07,Call,No Answer,,,2025-11-17
A00001895,L001599,C01747,CL017,2025-10-10,SMS,Paid,,,2025-10-19
A00001896,L001607,C01143,CL021,2025-11-20,Call,Refused,,,2025-11-25
A00001897,L001607,C01143,CL024,2025-11-07,Push,Refused,,,2025-11-16
A00001898,L001607,C01143,CL018,2025-10-31,Call,No Answer,,,2025-11-09
A00001899,L001607,C01143,CL028,2025-11-17,Push,Refused,,,2025-11-25
A00001900,L001607,C01143,CL023,2025-12-31,Call,Refused,,,2026-01-10
A00001901,L001611,C00430,CL008,2025-12-22,SMS,No Answer,,,2025-12-28
A00001902,L001611,C00430,CL006,2025-12-18,Push,Paid,,,2025-12-21
A00001903,L001611,C00430,CL012,2025-12-05,Field Visit,Refused,,,2025-12-07
A00001904,L001611,C00430,CL003,2025-12-18,Call,Refused,,,2025-12-24
A00001905,L001614,C00725,CL029,2025-11-02,Field Visit,Refused,,,2025-11-03
A00001906,L001614,C00725,CL029,2025-12-08,Call,Promise to Pay,2025-12-10,144179,2025-12-16
A00001907,L001615,C01900,CL016,2025-12-19,Email,Refused,,,2025-12-29
A00001908,L001615,C01900,CL025,2025-11-27,Email,Wrong Number,,,2025-11-30
A00001909,L001615,C01900,CL022,2025-12-15,Email,Rescheduled,,,2025-12-23
A00001910,L001615,C01900,CL026,2025-12-03,SMS,No Answer,,,2025-12-11
A00001911,L001615,C01900,CL029,2025-12-16,Field Visit,Promise to Pay,2025-12-28,105630,2025-12-21
A00001912,L001631,C00331,CL019,2025-12-16,Email,No Answer,,,2025-12-19
A00001913,L001631,C00331,CL030,2025-11-08,Email,Refused,,,2025-11-16
A00001914,L001631,C00331,CL018,2025-10-12,Call,No Answer,,,2025-10-22
A00001915,L001631,C00331,CL024,2025-11-15,Call,Promise to Pay,2025-11-29,881099,2025-11-20
A00001916,L001631,C00331,CL024,2025-11-17,SMS,Paid,,,2025-11-20
A00001917,L001631,C00331,CL017,2025-10-16,SMS,Paid,,,2025-10-25
A00001918,L001635,C00835,CL010,2025-12-28,Call,No Answer,,,2026-01-05
A00001919,L001635,C00835,CL015,2025-12-21,Call,No Answer,,,2025-12-23
A00001920,L001641,C00100,CL014,2025-12-29,SMS,Promise to Pay,2026-01-05,163047,2026-01-08
A00001921,L001642,C02074,CL029,2025-08-26,SMS,Promise to Pay,2025-09-05,121658,2025-09-05
A00001922,L001642,C02074,CL030,2025-09-29,Call,Promise to Pay,2025-10-08,141066,2025-10-09
A00001923,L001642,C02074,CL037,2025-09-05,Push,Promise to Pay,2025-09-13,154962,2025-09-09
A00001924,L001643,C00122,CL013,2025-12-17,Call,Promise to Pay,2025-12-31,108135,2025-12-25
A00001925,L001643,C00122,CL015,2025-12-28,Call,Promise to Pay,2026-01-07,192996,2026-01-06
A00001926,L001643,C00122,CL007,2025-12-23,SMS,Refused,,,2026-01-02
A00001927,L001643,C00122,CL010,2025-12-28,Email,Rescheduled,,,2026-01-02
A00001928,L001647,C01170,CL018,2025-11-29,Call,Wrong Number,,,2025-12-03
A00001929,L001647,C01170,CL016,2025-11-25,Call,No Answer,,,2025-12-02
A00001930,L001649,C01304,CL017,2025-10-26,Call,Paid,,,2025-10-31
A00001931,L001649,C01304,CL021,2025-12-04,Call,No Answer,,,2025-12-14
A00001932,L001663,C01599,CL015,2025-11-19,Call,Refused,,,2025-11-22
A00001933,L001663,C01599,CL010,2025-12-18,Push,Promise to Pay,2025-12-28,175216,2025-12-20
A00001934,L001663,C01599,CL009,2025-11-20,Call,Refused,,,2025-11-26
A00001935,L001663,C01599,CL011,2025-12-10,Call,No Answer,,,2025-12-19
A00001936,L001663,C01599,CL012,2025-11-30,SMS,No Answer,,,2025-12-02
A00001937,L001665,C00534,CL021,2025-11-17,SMS,Rescheduled,,,2025-11-19
A00001938,L001665,C00534,CL022,2025-11-11,Call,Promise to Pay,2025-11-16,1216407,2025-11-14
A00001939,L001665,C00534,CL030,2025-12-10,Call,Refused,,,2025-12-17
A00001940,L001669,C01256,CL024,2025-11-17,Call,Promise to Pay,2025-11-26,601844,2025-11-20
A00001941,L001669,C01256,CL018,2025-11-14,Push,Rescheduled,,,2025-11-24
A00001942,L001669,C01256,CL025,2025-11-17,Call,No Answer,,,2025-11-24
A00001943,L001669,C01256,CL017,2025-11-30,Call,Promise to Pay,2025-12-12,230780,2025-12-03
A00001944,L001669,C01256,CL030,2025-10-24,Email,No Answer,,,2025-10-27
A00001945,L001669,C01256,CL016,2025-11-21,Call,Paid,,,2025-11-29
A00001946,L001669,C01256,CL028,2025-12-05,SMS,Rescheduled,,,2025-12-11
A00001947,L001672,C00675,CL028,2025-11-17,Call,Refused,,,2025-11-27
A00001948,L001672,C00675,CL019,2025-11-19,Call,Refused,,,2025-11-26
A00001949,L001672,C00675,CL022,2025-11-26,Field Visit,Promise to Pay,2025-11-28,3003625,2025-12-02
A00001950,L001672,C00675,CL021,2025-11-24,Email,No Answer,,,2025-11-30
A00001951,L001672,C00675,CL016,2025-12-05,Call,Promise to Pay,2025-12-13,1311645,2025-12-15
A00001952,L001672,C00675,CL023,2025-12-18,Field Visit,Paid,,,2025-12-21
A00001953,L001672,C00675,CL019,2025-11-23,SMS,No Answer,,,2025-12-01
A00001954,L001672,C00675,CL030,2025-11-28,SMS,No Answer,,,2025-12-08
A00001955,L001675,C01970,CL005,2025-12-11,SMS,No Answer,,,2025-12-21
A00001956,L001675,C01970,CL006,2025-12-06,SMS,Paid,,,2025-12-10
A00001957,L001675,C01970,CL008,2025-12-14,SMS,No Answer,,,2025-12-19
A00001958,L001675,C01970,CL006,2025-11-28,Push,Promise to Pay,2025-12-03,1082643,2025-12-02
A00001959,L001677,C02073,CL021,2025-11-15,Push,Promise to Pay,2025-11-21,475929,2025-11-18
A00001960,L001677,C02073,CL030,2025-12-19,Call,No Answer,,,2025-12-21
A00001961,L001677,C02073,CL020,2025-12-02,Call,No Answer,,,2025-12-05
A00001962,L001677,C02073,CL020,2025-11-17,Call,Refused,,,2025-11-25
A00001963,L001681,C01936,CL005,2025-12-15,SMS,Promise to Pay,2025-12-20,788939,2025-12-17
A00001964,L001681,C01936,CL008,2025-12-12,Field Visit,Promise to Pay,2025-12-19,686384,2025-12-13
A00001965,L001682,C02031,CL014,2025-12-16,Call,No Answer,,,2025-12-18
A00001966,L001682,C02031,CL013,2025-12-15,Call,Rescheduled,,,2025-12-20
A00001967,L001682,C02031,CL014,2025-12-15,Push,Rescheduled,,,2025-12-20
A00001968,L001682,C02031,CL012,2025-12-15,Call,No Answer,,,2025-12-17
A00001969,L001683,C00534,CL040,2025-11-26,Call,Wrong Number,,,2025-12-06
A00001970,L001683,C00534,CL043,2025-10-16,Call,Refused,,,2025-10-18
A00001971,L001683,C00534,CL017,2025-10-23,Email,Promise to Pay,2025-11-01,409939,2025-10-25
A00001972,L001683,C00534,CL020,2025-10-11,Push,No Answer,,,2025-10-18
A00001973,L001683,C00534,CL045,2025-11-23,Call,Promise to Pay,2025-11-29,329064,2025-11-24
A00001974,L001683,C00534,CL021,2025-12-16,Field Visit,Wrong Number,,,2025-12-25
A00001975,L001683,C00534,CL024,2025-12-08,Email,Paid,,,2025-12-12
A00001976,L001683,C00534,CL041,2025-10-03,SMS,Rescheduled,,,2025-10-11
A00001977,L001683,C00534,CL044,2025-11-17,Call,Promise to Pay,2025-11-24,209331,2025-11-19
A00001978,L001683,C00534,CL017,2025-12-22,Email,No Answer,,,2025-12-27
A00001979,L001683,C00534,CL018,2025-10-04,Call,Paid,,,2025-10-05
A00001980,L001686,C02234,CL006,2025-12-12,Call,No Answer,,,2025-12-22
A00001981,L001686,C02234,CL013,2025-12-14,Push,Rescheduled,,,2025-12-24
A00001982,L001686,C02234,CL006,2025-12-14,Email,Promise to Pay,2025-12-19,484139,2025-12-16
A00001983,L001689,C00261,CL021,2025-10-19,SMS,Refused,,,2025-10-22
A00001984,L001689,C00261,CL018,2025-11-10,Email,Promise to Pay,2025-11-21,367449,2025-11-19
A00001985,L001689,C00261,CL022,2025-11-15,SMS,No Answer,,,2025-11-23
A00001986,L001689,C00261,CL027,2025-10-19,SMS,Refused,,,2025-10-24
A00001987,L001693,C01577,CL004,2025-12-10,Call,No Answer,,,2025-12-19
A00001988,L001693,C01577,CL004,2025-12-11,Email,Promise to Pay,2025-12-16,1605344,2025-12-16
A00001989,L001693,C01577,CL012,2025-12-08,Field Visit,Paid,,,2025-12-17
A00001990,L001700,C00040,CL001,2025-12-10,Call,Refused,,,2025-12-13
A00001991,L001700,C00040,CL012,2025-12-09,Call,Wrong Number,,,2025-12-17
A00001992,L001700,C00040,CL015,2025-12-06,SMS,No Answer,,,2025-12-15
A00001993,L001700,C00040,CL011,2025-12-08,SMS,Promise to Pay,2025-12-13,148498,2025-12-10
A00001994,L001701,C01618,CL028,2025-12-06,Push,Refused,,,2025-12-08
A00001995,L001701,C01618,CL026,2025-12-20,Call,Promise to Pay,2025-12-24,1783290,2025-12-30
A00001996,L001702,C00623,CL024,2025-10-28,Call,No Answer,,,2025-11-06
A00001997,L001702,C00623,CL026,2025-11-04,Field Visit,No Answer,,,2025-11-12
A00001998,L001702,C00623,CL020,2025-11-21,Call,No Answer,,,2025-11-23
A00001999,L001702,C00623,CL019,2025-11-22,Call,Refused,,,2025-12-01
A00002000,L001702,C00623,CL018,2025-11-11,Call,Rescheduled,,,2025-11-12
A00002001,L001703,C01896,CL023,2025-12-09,Field Visit,Promise to Pay,2025-12-14,120965,2025-12-18
A00002002,L001703,C01896,CL017,2025-11-12,Field Visit,Refused,,,2025-11-20
A00002003,L001703,C01896,CL026,2025-11-19,Call,No Answer,,,2025-11-26
A00002004,L001703,C01896,CL022,2025-12-02,SMS,Refused,,,2025-12-03
A00002005,L001704,C02358,CL012,2025-12-21,Call,Wrong Number,,,2025-12-25
A00002006,L001704,C02358,CL001,2025-12-21,Call,Promise to Pay,2025-12-28,1092876,2025-12-26
A00002007,L001710,C01329,CL003,2025-12-27,Call,Refused,,,2026-01-02
A00002008,L001714,C00436,CL005,2025-11-30,Call,Paid,,,2025-12-07
A00002009,L001717,C02141,CL003,2025-12-05,SMS,Refused,,,2025-12-11
A00002010,L001717,C02141,CL004,2025-12-04,Call,Refused,,,2025-12-07
A00002011,L001717,C02141,CL012,2025-12-02,Email,Wrong Number,,,2025-12-10
A00002012,L001718,C01921,CL030,2025-12-11,Call,No Answer,,,2025-12-15
A00002013,L001718,C01921,CL018,2025-11-15,SMS,Promise to Pay,2025-11-21,238427,2025-11-20
A00002014,L001718,C01921,CL030,2025-11-13,Field Visit,Promise to Pay,2025-11-25,691987,2025-11-23
A00002015,L001718,C01921,CL021,2025-11-26,Call,No Answer,,,2025-11-29
A00002016,L001718,C01921,CL030,2025-11-20,SMS,Wrong Number,,,2025-11-28
A00002017,L001718,C01921,CL021,2025-11-08,Call,Paid,,,2025-11-18
A00002018,L001718,C01921,CL020,2025-10-26,Push,Promise to Pay,2025-11-06,3335204,2025-10-28
A00002019,L001718,C01921,CL022,2025-11-29,Call,Wrong Number,,,2025-12-04
A00002020,L001721,C02416,CL010,2025-12-14,Call,Promise to Pay,2025-12-25,113771,2025-12-15
A00002021,L001723,C01477,CL010,2025-12-07,Call,Promise to Pay,2025-12-21,456595,2025-12-14
A00002022,L001723,C01477,CL012,2025-12-14,Call,Paid,,,2025-12-23
A00002023,L001729,C01497,CL017,2025-11-05,Call,Refused,,,2025-11-07
A00002024,L001729,C01497,CL029,2025-10-22,SMS,Refused,,,2025-10-24
A00002025,L001729,C01497,CL019,2025-10-30,Push,No Answer,,,2025-11-07
A00002026,L001733,C00867,CL034,2025-06-24,Call,Wrong Number,,,2025-06-29
A00002027,L001733,C00867,CL025,2025-08-05,Call,No Answer,,,2025-08-13
A00002028,L001733,C00867,CL039,2025-08-30,SMS,Refused,,,2025-09-07
A00002029,L001742,C00007,CL014,2025-12-19,SMS,Rescheduled,,,2025-12-27
A00002030,L001742,C00007,CL014,2025-12-20,SMS,No Answer,,,2025-12-29
A00002031,L001742,C00007,CL006,2025-12-20,Email,No Answer,,,2025-12-22
A00002032,L001742,C00007,CL008,2025-12-10,Call,No Answer,,,2025-12-20
A00002033,L001746,C01921,CL009,2025-12-27,Call,Promise to Pay,2026-01-04,333293,2026-01-01
A00002034,L001746,C01921,CL006,2025-12-28,Call,No Answer,,,2026-01-02
A00002035,L001746,C01921,CL015,2025-12-25,Call,No Answer,,,2026-01-02
A00002036,L001746,C01921,CL005,2025-12-28,Field Visit,Refused,,,2026-01-04
A00002037,L001746,C01921,CL001,2025-12-27,Call,Paid,,,2025-12-30
A00002038,L001750,C00100,CL016,2025-11-23,Call,No Answer,,,2025-11-25
A00002039,L001750,C00100,CL021,2025-11-17,SMS,Paid,,,2025-11-23
A00002040,L001750,C00100,CL022,2025-11-17,Email,Promise to Pay,2025-11-24,3085314,2025-11-27
A00002041,L001750,C00100,CL016,2025-12-16,Push,Refused,,,2025-12-18
A00002042,L001752,C01839,CL004,2025-12-02,Call,Refused,,,2025-12-09
A00002043,L001752,C01839,CL009,2025-12-26,Field Visit,Promise to Pay,2026-01-06,1044009,2026-01-05
A00002044,L001752,C01839,CL013,2025-12-08,Email,Promise to Pay,2025-12-21,540913,2025-12-10
A00002045,L001752,C01839,CL007,2025-12-14,Call,Rescheduled,,,2025-12-21
A00002046,L001756,C01385,CL015,2025-12-06,SMS,No Answer,,,2025-12-07
A00002047,L001756,C01385,CL011,2025-11-25,Call,Promise to Pay,2025-12-01,131724,2025-11-26
A00002048,L001756,C01385,CL006,2025-12-03,SMS,Promise to Pay,2025-12-04,144755,2025-12-06
A00002049,L001757,C00826,CL022,2025-11-17,SMS,Wrong Number,,,2025-11-22
A00002050,L001757,C00826,CL032,2025-11-20,Field Visit,Promise to Pay,2025-11-27,974575,2025-11-29
A00002051,L001757,C00826,CL016,2025-11-26,Field Visit,Refused,,,2025-12-01
A00002052,L001757,C00826,CL026,2025-12-31,Call,No Answer,,,2026-01-03
A00002053,L001757,C00826,CL040,2025-12-31,Email,Paid,,,2026-01-04
A00002054,L001757,C00826,CL026,2025-11-08,Call,Refused,,,2025-11-11
A00002055,L001757,C00826,CL043,2025-12-31,Call,Rescheduled,,,2026-01-02
A00002056,L001757,C00826,CL043,2025-12-12,Field Visit,Paid,,,2025-12-18
A00002057,L001757,C00826,CL024,2025-12-29,Push,No Answer,,,2026-01-06
A00002058,L001757,C00826,CL020,2025-12-22,Email,No Answer,,,2025-12-27
A00002059,L001757,C00826,CL037,2025-12-06,Call,No Answer,,,2025-12-12
A00002060,L001757,C00826,CL026,2025-12-16,Call,Promise to Pay,2025-12-21,904389,2025-12-19
A00002061,L001761,C00241,CL016,2025-11-29,Call,Promise to Pay,2025-12-01,1275283,2025-12-07
A00002062,L001761,C00241,CL026,2025-12-04,Call,Paid,,,2025-12-12
A00002063,L001761,C00241,CL028,2025-11-15,Call,Promise to Pay,2025-11-28,3154551,2025-11-17
A00002064,L001761,C00241,CL024,2025-12-13,Call,Paid,,,2025-12-16
A00002065,L001761,C00241,CL016,2025-11-26,Field Visit,Paid,,,2025-12-05
A00002066,L001765,C00675,CL017,2025-12-09,Call,No Answer,,,2025-12-18
A00002067,L001765,C00675,CL029,2025-12-05,SMS,Rescheduled,,,2025-12-06
A00002068,L001765,C00675,CL018,2025-11-28,SMS,Promise to Pay,2025-12-12,881251,2025-12-04
A00002069,L001765,C00675,CL022,2025-12-17,Push,Wrong Number,,,2025-12-26
A00002070,L001765,C00675,CL017,2025-12-04,Call,Promise to Pay,2025-12-09,195964,2025-12-13
A00002071,L001765,C00675,CL025,2025-12-03,Call,Promise to Pay,2025-12-11,439851,2025-12-04
A00002072,L001765,C00675,CL026,2025-12-02,Call,No Answer,,,2025-12-07
A00002073,L001766,C00585,CL001,2025-12-15,Field Visit,Refused,,,2025-12-20
A00002074,L001766,C00585,CL005,2025-12-01,Call,Promise to Pay,2025-12-12,238165,2025-12-02
A00002075,L001766,C00585,CL009,2025-11-17,Field Visit,Refused,,,2025-11-27
A00002076,L001769,C00233,CL005,2025-12-27,Push,Paid,,,2026-01-04
A00002077,L001769,C00233,CL007,2025-12-29,Push,Promise to Pay,2026-01-05,730074,2026-01-01
A00002078,L001775,C01072,CL001,2025-12-05,Field Visit,Rescheduled,,,2025-12-14
A00002079,L001782,C01256,CL011,2025-12-12,Call,Promise to Pay,2025-12-13,1971238,2025-12-16
A00002080,L001782,C01256,CL013,2025-12-13,Call,Paid,,,2025-12-19
A00002081,L001798,C00014,CL027,2025-11-30,Call,Promise to Pay,2025-12-14,683537,2025-12-01
A00002082,L001798,C00014,CL028,2025-12-23,SMS,Paid,,,2025-12-27
A00002083,L001798,C00014,CL020,2025-12-24,Push,Wrong Number,,,2026-01-03
A00002084,L001798,C00014,CL028,2025-11-23,SMS,Rescheduled,,,2025-11-30
A00002085,L001798,C00014,CL018,2025-12-09,SMS,Promise to Pay,2025-12-11,1456715,2025-12-10
A00002086,L001798,C00014,CL022,2025-12-24,SMS,No Answer,,,2025-12-26
A00002087,L001798,C00014,CL026,2025-12-12,Call,Paid,,,2025-12-14
A00002088,L001806,C00715,CL028,2025-10-20,SMS,Refused,,,2025-10-28
A00002089,L001806,C00715,CL020,2025-10-17,SMS,No Answer,,,2025-10-21
A00002090,L001806,C00715,CL022,2025-11-10,Call,Paid,,,2025-11-11
A00002091,L001811,C00272,CL015,2025-12-15,Call,Promise to Pay,2025-12-21,191253,2025-12-22
A00002092,L001811,C00272,CL006,2025-12-15,SMS,No Answer,,,2025-12-22
A00002093,L001811,C00272,CL001,2025-12-29,Push,No Answer,,,2025-12-31
A00002094,L001814,C00786,CL005,2025-12-17,SMS,Promise to Pay,2025-12-28,377496,2025-12-27
A00002095,L001816,C00445,CL002,2025-12-07,SMS,Promise to Pay,2025-12-21,116030,2025-12-14
A00002096,L001817,C02249,CL030,2025-12-07,Call,Promise to Pay,2025-12-08,221248,2025-12-13
A00002097,L001817,C02249,CL021,2025-11-16,Push,No Answer,,,2025-11-24
A00002098,L001817,C02249,CL027,2025-12-11,Push,Rescheduled,,,2025-12-14
A00002099,L001817,C02249,CL016,2025-11-28,Call,Rescheduled,,,2025-12-06
A00002100,L001818,C02032,CL005,2025-12-07,SMS,Paid,,,2025-12-15
A00002101,L001818,C02032,CL015,2025-12-08,Call,Promise to Pay,2025-12-14,634632,2025-12-10
A00002102,L001818,C02032,CL006,2025-12-10,Call,Promise to Pay,2025-12-14,410671,2025-12-18
A00002103,L001826,C00473,CL003,2025-12-18,Call,Paid,,,2025-12-20
A00002104,L001826,C00473,CL015,2025-12-17,Push,Paid,,,2025-12-25
A00002105,L001829,C01948,CL024,2025-12-11,Call,Promise to Pay,2025-12-21,4140549,2025-12-16
A00002106,L001829,C01948,CL029,2025-10-10,Call,Promise to Pay,2025-10-23,1689835,2025-10-17
A00002107,L001835,C00323,CL021,2025-11-20,SMS,Promise to Pay,2025-12-03,259495,2025-11-24
A00002108,L001835,C00323,CL021,2025-11-05,Call,Paid,,,2025-11-08
A00002109,L001835,C00323,CL016,2025-12-10,Field Visit,Refused,,,2025-12-15
A00002110,L001838,C00508,CL022,2025-11-19,Email,Refused,,,2025-11-25
A00002111,L001838,C00508,CL019,2025-11-06,SMS,No Answer,,,2025-11-11
A00002112,L001838,C00508,CL029,2025-11-14,SMS,Wrong Number,,,2025-11-19
A00002113,L001838,C00508,CL016,2025-12-07,Call,Promise to Pay,2025-12-17,229877,2025-12-14
A00002114,L001838,C00508,CL019,2025-11-29,Email,Paid,,,2025-12-03
A00002115,L001838,C00508,CL018,2025-11-22,SMS,Wrong Number,,,2025-11-23
A00002116,L001838,C00508,CL024,2025-12-08,Call,No Answer,,,2025-12-17
A00002117,L001841,C00275,CL030,2025-11-29,Push,Paid,,,2025-12-01
A00002118,L001841,C00275,CL019,2025-11-12,Call,No Answer,,,2025-11-17
A00002119,L001844,C02307,CL020,2025-12-03,Call,Promise to Pay,2025-12-10,850275,2025-12-09
A00002120,L001844,C02307,CL030,2025-11-24,Call,Refused,,,2025-11-26
A00002121,L001844,C02307,CL030,2025-11-28,Call,Wrong Number,,,2025-12-07
A00002122,L001844,C02307,CL024,2025-11-24,Call,No Answer,,,2025-12-03
A00002123,L001844,C02307,CL026,2025-11-09,Call,No Answer,,,2025-11-15
A00002124,L001844,C02307,CL022,2025-12-19,SMS,Rescheduled,,,2025-12-29
A00002125,L001848,C00382,CL003,2025-12-21,Push,Rescheduled,,,2025-12-27
A00002126,L001848,C00382,CL015,2025-12-16,Call,Wrong Number,,,2025-12-17
A00002127,L001848,C00382,CL001,2025-12-25,Call,Paid,,,2025-12-26
A00002128,L001848,C00382,CL003,2025-12-23,Push,No Answer,,,2025-12-24
A00002129,L001848,C00382,CL011,2025-12-23,Call,Refused,,,2025-12-30
A00002130,L001860,C02241,CL035,2025-10-22,Email,Promise to Pay,2025-10-27,290537,2025-10-27
A00002131,L001860,C02241,CL019,2025-12-10,SMS,Paid,,,2025-12-17
