payment_id,loan_id,customer_id,payment_date,payment_amount,payment_type,payment_channel,currency
P0009162,L001652,C02161,2025-08-11,1154919,Regular,Mobile App,UZS
P0009163,L001653,C00319,2024-10-01,9756737,Partial,Mobile App,UZS
P0009164,L001653,C00319,2024-11-01,7381832,Partial,Mobile App,UZS
P0009165,L001653,C00319,2025-02-22,1884359,Regular,Mobile App,UZS
P0009166,L001654,C00805,2025-11-14,266475,Regular,Terminal,UZS
P0009167,L001654,C00805,2025-07-05,800696,Regular,Mobile App,UZS
P0009168,L001654,C00805,2025-10-20,219444,Regular,Mobile App,UZS
P0009169,L001654,C00805,2025-09-13,355962,Partial,Mobile App,UZS
P0009170,L001655,C02163,2024-02-16,760931,Regular,Branch,UZS
P0009171,L001655,C02163,2024-11-28,3110736,Regular,Mobile App,UZS
P0009172,L001655,C02163,2025-01-18,3142202,Partial,Mobile App,UZS
P0009173,L001655,C02163,2024-10-02,1006169,Regular,Mobile App,UZS
P0009174,L001655,C02163,2025-11-05,955716,Regular,Bank Transfer,UZS
P0009175,L001655,C02163,2025-08-03,4179714,Regular,Mobile App,UZS
P0009176,L001655,C02163,2025-07-06,2611902,Regular,Mobile App,UZS
P0009177,L001655,C02163,2024-06-12,401945,Regular,Branch,UZS
P0009178,L001657,C01232,2025-01-30,1944817,Regular,Terminal,UZS
P0009179,L001657,C01232,2025-09-22,639138,Regular,Mobile App,UZS
P0009180,L001657,C01232,2025-01-03,171702,Regular,Bank Transfer,UZS
P0009181,L001657,C01232,2025-04-22,1627446,Regular,Mobile App,UZS
P0009182,L001657,C01232,2025-04-03,887904,Regular,Bank Transfer,UZS
P0009183,L001657,C01232,2025-05-06,1423453,Partial,Terminal,UZS
P0009184,L001657,C01232,2025-03-01,312516,Regular,Terminal,UZS
P0009185,L001657,C01232,2025-02-02,642967,Regular,Branch,UZS
P0009186,L001657,C01232,2025-02-05,881463,Regular,Mobile App,UZS
P0009187,L001658,C01721,2025-01-08,4073492,Regular,Mobile App,UZS
P0009188,L001658,C01721,2025-03-12,788273,Regular,Terminal,UZS
P0009189,L001660,C00636,2024-11-29,240527,Regular,Mobile App,UZS
P0009190,L001660,C00636,2024-10-16,219361,Regular,Mobile App,UZS
P0009191,L001660,C00636,2025-10-24,1171779,Regular,Terminal,UZS
P0009192,L001661,C01101,2025-01-16,595273,Regular,Bank Transfer,UZS
P0009193,L001661,C01101,2025-11-13,354425,Regular,Terminal,UZS
P0009194,L001661,C01101,2025-06-02,1079570,Regular,Mobile App,UZS
P0009195,L001661,C01101,2024-04-10,1043101,Regular,Mobile App,UZS
P0009196,L001661,C01101,2024-09-28,495206,Partial,Terminal,UZS
P0009197,L001661,C01101,2025-04-11,752324,Partial,Terminal,UZS
P0009198,L001661,C01101,2024-09-12,436012,Regular,Mobile App,UZS
P0009199,L001661,C01101,2025-07-04,769552,Full repayment,Terminal,UZS
P0009200,L001661,C01101,2024-04-05,1095700,Regular,Branch,UZS
P0009201,L001661,C01101,2025-01-26,1049712,Regular,Mobile App,UZS
P0009202,L001661,C01101,2025-09-06,721738,Regular,Mobile App,UZS
P0009203,L001661,C01101,2025-09-15,430914,Regular,Mobile App,UZS
P0009204,L001661,C01101,2025-10-18,386813,Regular,Mobile App,UZS
P0009205,L001661,C01101,2025-05-27,1692372,Regular,Mobile App,UZS
P0009206,L001661,C01101,2025-06-15,1184933,Regular,Terminal,UZS
P0009207,L001661,C01101,2025-09-29,179626,Regular,Mobile App,UZS
P0009208,L001663,C01599,2024-03-05,181133,Regular,Mobile App,UZS
P0009209,L001663,C01599,2025-03-25,289324,Partial,Branch,UZS
P0009210,L001663,C01599,2025-09-15,390483,Regular,Mobile App,UZS
P0009211,L001663,C01599,2025-04-12,139347,Partial,Bank Transfer,UZS
P0009212,L001664,C02429,2025-08-31,258634,Regular,Mobile App,UZS
P0009213,L001664,C02429,2025-11-19,390832,Partial,Bank Transfer,UZS
P0009214,L001664,C02429,2025-07-12,371311,Partial,Mobile App,UZS
P0009215,L001664,C02429,2025-09-12,165566,Regular,Branch,UZS
P0009216,L001664,C02429,2025-01-13,156839,Partial,Mobile App,UZS
P0009217,L001664,C02429,2025-06-03,179156,Regular,Mobile App,UZS
P0009218,L001664,C02429,2025-06-24,236889,Regular,Terminal,UZS
P0009219,L001664,C02429,2025-07-09,177053,Partial,Terminal,UZS
P0009220,L001664,C02429,2025-04-09,177098,Partial,Terminal,UZS
P0009221,L001664,C02429,2025-08-04,352960,Regular,Branch,UZS
P0009222,L001664,C02429,2025-07-21,549277,Regular,Bank Transfer,UZS
P0009223,L001664,C02429,2025-01-22,175279,Regular,Mobile App,UZS
P0009224,L001664,C02429,2025-05-02,263836,Regular,Branch,UZS
P0009225,L001665,C00534,2025-09-15,1868975,Partial,Mobile App,UZS
P0009226,L001665,C00534,2025-10-28,564845,Regular,Mobile App,UZS
P0009227,L001665,C00534,2025-09-15,1145954,Regular,Branch,UZS
P0009228,L001665,C00534,2025-09-19,2713610,Partial,Mobile App,UZS
P0009229,L001666,C00809,2024-09-13,252788,Regular,Mobile App,UZS
P0009230,L001666,C00809,2025-06-24,643337,Regular,Terminal,UZS
P0009231,L001666,C00809,2025-11-23,712956,Regular,Mobile App,UZS
P0009232,L001666,C00809,2024-10-16,1759515,Regular,Branch,UZS
P0009233,L001666,C00809,2025-04-21,1774558,Regular,Mobile App,UZS
P0009234,L001666,C00809,2025-08-29,912428,Regular,Bank Transfer,UZS
P0009235,L001666,C00809,2024-10-17,554420,Regular,Mobile App,UZS
P0009236,L001666,C00809,2025-10-06,1157810,Regular,Bank Transfer,UZS
P0009237,L001666,C00809,2025-04-03,485783,Regular,Branch,UZS
P0009238,L001666,C00809,2024-11-23,770562,Regular,Mobile App,UZS
P0009239,L001666,C00809,2024-12-17,1157692,Regular,Mobile App,UZS
P0009240,L001666,C00809,2025-12-25,2104794,Regular,Mobile App,UZS
P0009241,L001666,C00809,2024-09-13,1728567,Partial,Mobile App,UZS
P0009242,L001666,C00809,2025-10-19,1019139,Regular,Mobile App,UZS
P0009243,L001667,C00243,2025-12-28,149992,Regular,Mobile App,UZS
P0009244,L001668,C00602,2024-05-10,998859,Regular,Mobile App,UZS
P0009245,L001668,C00602,2025-12-24,131588,Partial,Bank Transfer,UZS
P0009246,L001668,C00602,2024-09-29,285922,Regular,Terminal,UZS
P0009247,L001668,C00602,2024-08-26,347897,Regular,Mobile App,UZS
P0009248,L001668,C00602,2025-11-14,575071,Regular,Terminal,UZS
P0009249,L001669,C01256,2025-05-22,324501,Partial,Mobile App,UZS
P0009250,L001669,C01256,2025-03-27,226056,Partial,Branch,UZS
P0009251,L001669,C01256,2025-11-18,317106,Partial,Mobile App,UZS
P0009252,L001669,C01256,2025-09-11,771957,Partial,Branch,UZS
P0009253,L001669,C01256,2025-08-28,222532,Partial,Mobile App,UZS
P0009254,L001669,C01256,2025-06-03,437632,Full repayment,Mobile App,UZS
P0009255,L001669,C01256,2025-12-04,1798550,Partial,Branch,UZS
P0009256,L001669,C01256,2025-08-06,156342,Regular,Terminal,UZS
P0009257,L001670,C01685,2025-11-15,4137047,Partial,Bank Transfer,UZS
P0009258,L001671,C02022,2025-11-08,116633,Regular,Mobile App,UZS
P0009259,L001671,C02022,2025-09-27,218474,Regular,Mobile App,UZS
P0009260,L001671,C02022,2025-12-15,166284,Regular,Mobile App,UZS
P0009261,L001672,C00675,2024-06-09,1014024,Regular,Mobile App,UZS
P0009262,L001672,C00675,2025-09-11,938641,Full repayment,Branch,UZS
P0009263,L001672,C00675,2025-11-02,2893675,Regular,Mobile App,UZS
P0009264,L001672,C00675,2024-11-22,888198,Regular,Mobile App,UZS
P0009265,L001673,C01177,2025-11-03,450624,Regular,Mobile App,UZS
P0009266,L001673,C01177,2025-05-10,1062062,Regular,Mobile App,UZS
P0009267,L001673,C01177,2025-12-08,1058751,Regular,Bank Transfer,UZS
P0009268,L001673,C01177,2025-03-22,713517,Regular,Terminal,UZS
P0009269,L001673,C01177,2024-12-08,114933,Regular,Terminal,UZS
P0009270,L001673,C01177,2025-01-04,983771,Partial,Terminal,UZS
P0009271,L001673,C01177,2024-12-24,340214,Regular,Mobile App,UZS
P0009272,L001673,C01177,2024-08-29,2144619,Regular,Mobile App,UZS
P0009273,L001673,C01177,2024-12-09,201036,Partial,Mobile App,UZS
P0009274,L001673,C01177,2025-09-22,263607,Regular,Terminal,UZS
P0009275,L001673,C01177,2025-10-05,416785,Regular,Mobile App,UZS
P0009276,L001673,C01177,2024-11-09,614800,Regular,Branch,UZS
P0009277,L001674,C01157,2024-07-09,464143,Regular,Mobile App,UZS
P0009278,L001674,C01157,2024-12-30,864562,Regular,Terminal,UZS
P0009279,L001674,C01157,2025-05-24,539913,Regular,Branch,UZS
P0009280,L001674,C01157,2025-05-22,525046,Regular,Terminal,UZS
P0009281,L001674,C01157,2025-01-02,272998,Regular,Mobile App,UZS
P0009282,L001674,C01157,2024-07-13,199322,Full repayment,Mobile App,UZS
P0009283,L001674,C01157,2024-08-17,481310,Regular,Mobile App,UZS
P0009284,L001676,C00712,2025-10-14,112404,Regular,Mobile App,UZS
P0009285,L001676,C00712,2025-06-25,205008,Regular,Branch,UZS
P0009286,L001676,C00712,2025-04-11,303823,Partial,Mobile App,UZS
P0009287,L001676,C00712,2025-06-27,152822,Regular,Mobile App,UZS
P0009288,L001676,C00712,2025-10-30,354406,Regular,Bank Transfer,UZS
P0009289,L001676,C00712,2024-11-11,227661,Regular,Mobile App,UZS
P0009290,L001676,C00712,2025-05-25,133063,Regular,Branch,UZS
P0009291,L001676,C00712,2025-01-22,145756,Partial,Mobile App,UZS
P0009292,L001676,C00712,2024-09-27,114832,Regular,Mobile App,UZS
P0009293,L001676,C00712,2024-09-25,121950,Regular,Terminal,UZS
P0009294,L001676,C00712,2025-07-30,262827,Regular,Mobile App,UZS
P0009295,L001678,C01070,2025-12-19,864908,Partial,Terminal,UZS
P0009296,L001679,C01087,2025-07-17,139182,Regular,Mobile App,UZS
P0009297,L001679,C01087,2025-05-25,212271,Regular,Mobile App,UZS
P0009298,L001679,C01087,2025-08-31,123129,Regular,Mobile App,UZS
P0009299,L001679,C01087,2025-06-22,142895,Partial,Branch,UZS
P0009300,L001679,C01087,2025-12-28,171390,Regular,Terminal,UZS
P0009301,L001679,C01087,2025-06-12,164583,Regular,Terminal,UZS
P0009302,L001680,C01347,2025-10-30,237885,Regular,Bank Transfer,UZS
P0009303,L001680,C01347,2024-12-20,354470,Partial,Mobile App,UZS
P0009304,L001680,C01347,2024-11-26,1025907,Partial,Mobile App,UZS
P0009305,L001680,C01347,2025-09-11,2146267,Regular,Branch,UZS
P0009306,L001680,C01347,2024-12-07,4620784,Regular,Mobile App,UZS
P0009307,L001680,C01347,2025-10-14,1863310,Regular,Mobile App,UZS
P0009308,L001680,C01347,2025-10-14,2145465,Regular,Mobile App,UZS
P0009309,L001680,C01347,2025-07-04,302965,Regular,Bank Transfer,UZS
P0009310,L001680,C01347,2025-06-07,3283045,Partial,Mobile App,UZS
P0009311,L001680,C01347,2025-08-21,2964817,Regular,Mobile App,UZS
P0009312,L001680,C01347,2025-10-19,5162450,Regular,Terminal,UZS
P0009313,L001680,C01347,2025-08-14,3586513,Regular,Branch,UZS
P0009314,L001683,C00534,2025-03-22,280560,Partial,Branch,UZS
P0009315,L001683,C00534,2025-02-14,954977,Partial,Branch,UZS
P0009316,L001683,C00534,2025-03-16,126318,Partial,Mobile App,UZS
P0009317,L001683,C00534,2025-02-25,105038,Partial,Mobile App,UZS
P0009318,L001684,C01972,2025-11-10,1452787,Regular,Terminal,UZS
P0009319,L001684,C01972,2025-11-14,4418142,Regular,Mobile App,UZS
P0009320,L001685,C02413,2024-08-10,4034496,Partial,Mobile App,UZS
P0009321,L001685,C02413,2025-08-29,440607,Regular,Mobile App,UZS
P0009322,L001685,C02413,2025-01-18,1565449,Full repayment,Mobile App,UZS
P0009323,L001685,C02413,2025-11-03,1746516,Regular,Mobile App,UZS
P0009324,L001685,C02413,2025-09-18,275177,Regular,Mobile App,UZS
P0009325,L001685,C02413,2024-09-30,104073,Regular,Branch,UZS
P0009326,L001685,C02413,2025-10-08,2490365,Partial,Terminal,UZS
P0009327,L001685,C02413,2025-11-17,2595589,Regular,Mobile App,UZS
P0009328,L001685,C02413,2024-12-04,3329980,Full repayment,Mobile App,UZS
P0009329,L001685,C02413,2024-09-24,1383300,Regular,Mobile App,UZS
P0009330,L001685,C02413,2025-11-26,196935,Regular,Mobile App,UZS
P0009331,L001686,C02234,2025-12-15,287389,Full repayment,Mobile App,UZS
P0009332,L001687,C02365,2025-09-21,341971,Regular,Mobile App,UZS
P0009333,L001687,C02365,2025-07-02,1665056,Regular,Branch,UZS
P0009334,L001687,C02365,2025-06-19,1563959,Partial,Mobile App,UZS
P0009335,L001687,C02365,2025-10-11,3096789,Regular,Terminal,UZS
P0009336,L001687,C02365,2025-12-30,669243,Regular,Mobile App,UZS
P0009337,L001688,C00839,2025-12-30,2156696,Partial,Branch,UZS
P0009338,L001689,C00261,2025-09-28,723148,Partial,Terminal,UZS
P0009339,L001689,C00261,2025-09-27,686054,Partial,Bank Transfer,UZS
P0009340,L001689,C00261,2025-06-03,771311,Regular,Mobile App,UZS
P0009341,L001689,C00261,2025-11-24,718747,Partial,Mobile App,UZS
P0009342,L001689,C00261,2025-04-27,241131,Regular,Mobile App,UZS
P0009343,L001689,C00261,2025-09-20,1070177,Regular,Mobile App,UZS
P0009344,L001689,C00261,2025-08-18,519107,Regular,Mobile App,UZS
P0009345,L001689,C00261,2025-12-08,120918,Regular,Terminal,UZS
P0009346,L001690,C02307,2025-12-24,133381,Regular,Terminal,UZS
P0009347,L001690,C02307,2025-11-28,176037,Partial,Mobile App,UZS
P0009348,L001690,C02307,2025-10-30,100868,Full repayment,Mobile App,UZS
P0009349,L001690,C02307,2025-07-05,165878,Regular,Bank Transfer,UZS
P0009350,L001690,C02307,2025-07-20,118778,Regular,Mobile App,UZS
P0009351,L001690,C02307,2025-09-19,109336,Regular,Terminal,UZS
P0009352,L001691,C00219,2025-08-10,6087690,Regular,Mobile App,UZS
P0009353,L001691,C00219,2025-05-11,3208018,Regular,Branch,UZS
P0009354,L001691,C00219,2025-06-05,5341751,Regular,Branch,UZS
P0009355,L001691,C00219,2025-11-29,3432738,Regular,Bank Transfer,UZS
P0009356,L001691,C00219,2025-08-04,2051837,Regular,Mobile App,UZS
P0009357,L001691,C00219,2025-12-05,1602184,Regular,Mobile App,UZS
P0009358,L001692,C01570,2025-01-22,135947,Regular,Terminal,UZS
P0009359,L001692,C01570,2025-06-25,335641,Regular,Terminal,UZS
P0009360,L001692,C01570,2024-12-27,747041,Partial,Mobile App,UZS
P0009361,L001692,C01570,2025-06-25,185066,Regular,Mobile App,UZS
P0009362,L001692,C01570,2025-07-05,1007753,Partial,Branch,UZS
P0009363,L001692,C01570,2025-10-23,868832,Regular,Mobile App,UZS
P0009364,L001692,C01570,2024-12-21,461688,Regular,Mobile App,UZS
P0009365,L001692,C01570,2025-09-16,1429607,Regular,Bank Transfer,UZS
P0009366,L001692,C01570,2024-11-02,588758,Regular,Mobile App,UZS
P0009367,L001692,C01570,2025-04-03,1177914,Regular,Mobile App,UZS
P0009368,L001693,C01577,2025-12-04,755639,Regular,Mobile App,UZS
P0009369,L001693,C01577,2024-08-08,318159,Partial,Branch,UZS
P0009370,L001693,C01577,2025-09-09,561962,Partial,Terminal,UZS
P0009371,L001693,C01577,2024-09-02,1300996,Regular,Terminal,UZS
P0009372,L001693,C01577,2024-11-13,960996,Partial,Terminal,UZS
P0009373,L001694,C00549,2024-10-13,419940,Partial,Mobile App,UZS
P0009374,L001694,C00549,2025-01-12,1875223,Regular,Mobile App,UZS
P0009375,L001694,C00549,2025-12-22,2606278,Partial,Branch,UZS
P0009376,L001694,C00549,2025-03-19,2233399,Regular,Terminal,UZS
P0009377,L001695,C00472,2025-12-08,700447,Regular,Terminal,UZS
P0009378,L001695,C00472,2025-12-25,510133,Regular,Bank Transfer,UZS
P0009379,L001695,C00472,2025-11-01,1189627,Regular,Branch,UZS
P0009380,L001695,C00472,2025-10-12,679530,Regular,Bank Transfer,UZS
P0009381,L001695,C00472,2025-09-02,629695,Regular,Terminal,UZS
P0009382,L001697,C01846,2024-09-12,116830,Regular,Bank Transfer,UZS
P0009383,L001697,C01846,2024-12-20,420603,Regular,Mobile App,UZS
P0009384,L001697,C01846,2025-04-17,543174,Regular,Bank Transfer,UZS
P0009385,L001697,C01846,2025-10-24,279838,Regular,Mobile App,UZS
P0009386,L001698,C01432,2024-11-29,197479,Regular,Mobile App,UZS
P0009387,L001698,C01432,2024-08-28,140577,Partial,Branch,UZS
P0009388,L001698,C01432,2025-03-15,113971,Regular,Mobile App,UZS
P0009389,L001698,C01432,2024-10-14,156322,Regular,Mobile App,UZS
P0009390,L001698,C01432,2025-09-23,100250,Regular,Branch,UZS
P0009391,L001698,C01432,2025-01-29,144300,Regular,Mobile App,UZS
P0009392,L001698,C01432,2025-05-26,121601,Regular,Mobile App,UZS
P0009393,L001698,C01432,2025-02-20,129733,Regular,Mobile App,UZS
P0009394,L001698,C01432,2025-01-27,143800,Partial,Mobile App,UZS
P0009395,L001698,C01432,2024-07-10,127501,Regular,Mobile App,UZS
P0009396,L001698,C01432,2024-12-23,158569,Partial,Mobile App,UZS
P0009397,L001698,C01432,2024-07-17,183071,Partial,Terminal,UZS
P0009398,L001698,C01432,2025-10-01,106532,Regular,Mobile App,UZS
P0009399,L001698,C01432,2024-12-23,118404,Regular,Bank Transfer,UZS
P0009400,L001698,C01432,2024-11-05,220368,Regular,Mobile App,UZS
P0009401,L001699,C02372,2025-01-12,167305,Regular,Mobile App,UZS
P0009402,L001699,C02372,2025-12-24,455724,Regular,Mobile App,UZS
P0009403,L001699,C02372,2025-05-11,281014,Partial,Mobile App,UZS
P0009404,L001699,C02372,2025-11-09,280149,Partial,Mobile App,UZS
P0009405,L001701,C01618,2025-09-10,3040517,Partial,Branch,UZS
P0009406,L001701,C01618,2025-09-25,2524234,Partial,Mobile App,UZS
P0009407,L001701,C01618,2025-10-24,2546494,Partial,Bank Transfer,UZS
P0009408,L001702,C00623,2025-10-05,251094,Partial,Terminal,UZS
P0009409,L001702,C00623,2025-10-14,1030606,Partial,Mobile App,UZS
P0009410,L001702,C00623,2024-08-20,518446,Regular,Mobile App,UZS
P0009411,L001702,C00623,2024-04-17,1602342,Regular,Terminal,UZS
P0009412,L001702,C00623,2025-07-09,3804128,Partial,Terminal,UZS
P0009413,L001702,C00623,2025-06-24,1641772,Partial,Mobile App,UZS
P0009414,L001702,C00623,2025-08-31,1516949,Regular,Branch,UZS
P0009415,L001702,C00623,2024-09-22,623774,Full repayment,Mobile App,UZS
P0009416,L001703,C01896,2025-03-18,413587,Regular,Terminal,UZS
P0009417,L001703,C01896,2024-03-08,276245,Regular,Mobile App,UZS
P0009418,L001705,C01103,2025-09-06,779412,Full repayment,Mobile App,UZS
P0009419,L001705,C01103,2025-07-04,1274632,Regular,Mobile App,UZS
P0009420,L001705,C01103,2025-07-29,910769,Regular,Branch,UZS
P0009421,L001705,C01103,2025-12-15,920602,Regular,Mobile App,UZS
P0009422,L001705,C01103,2025-09-29,396251,Regular,Mobile App,UZS
P0009423,L001705,C01103,2025-11-28,1885072,Regular,Mobile App,UZS
P0009424,L001706,C01168,2024-11-12,418177,Partial,Mobile App,UZS
P0009425,L001706,C01168,2024-06-17,1031435,Regular,Branch,UZS
P0009426,L001706,C01168,2025-07-03,1151649,Regular,Terminal,UZS
P0009427,L001706,C01168,2024-09-25,123978,Regular,Mobile App,UZS
P0009428,L001706,C01168,2024-12-16,578850,Partial,Mobile App,UZS
P0009429,L001706,C01168,2025-06-08,234162,Regular,Bank Transfer,UZS
P0009430,L001706,C01168,2025-03-02,877170,Regular,Branch,UZS
P0009431,L001706,C01168,2025-03-19,311017,Regular,Terminal,UZS
P0009432,L001707,C02479,2025-06-23,802832,Regular,Bank Transfer,UZS
P0009433,L001707,C02479,2025-08-13,118679,Regular,Terminal,UZS
P0009434,L001707,C02479,2025-09-01,6474083,Regular,Mobile App,UZS
P0009435,L001707,C02479,2025-07-21,4753417,Regular,Terminal,UZS
P0009436,L001707,C02479,2025-08-31,2331166,Partial,Mobile App,UZS
P0009437,L001707,C02479,2025-12-17,2135927,Regular,Mobile App,UZS
P0009438,L001708,C02307,2025-09-15,1622520,Full repayment,Terminal,UZS
P0009439,L001708,C02307,2025-09-01,193544,Regular,Terminal,UZS
P0009440,L001708,C02307,2025-09-18,1238334,Full repayment,Mobile App,UZS
P0009441,L001708,C02307,2025-10-23,2084283,Regular,Branch,UZS
P0009442,L001709,C01765,2025-10-11,793267,Regular,Terminal,UZS
P0009443,L001709,C01765,2025-09-13,696734,Regular,Mobile App,UZS
P0009444,L001709,C01765,2025-07-18,115957,Regular,Bank Transfer,UZS
P0009445,L001709,C01765,2025-12-31,258849,Regular,Bank Transfer,UZS
P0009446,L001709,C01765,2025-07-29,286014,Regular,Mobile App,UZS
P0009447,L001709,C01765,2025-05-01,414812,Regular,Mobile App,UZS
P0009448,L001710,C01329,2025-04-21,580178,Regular,Mobile App,UZS
P0009449,L001710,C01329,2025-12-28,570953,Partial,Terminal,UZS
P0009450,L001710,C01329,2025-10-10,776888,Partial,Mobile App,UZS
P0009451,L001710,C01329,2025-01-17,854892,Regular,Terminal,UZS
P0009452,L001711,C02138,2025-06-26,1014389,Regular,Terminal,UZS
P0009453,L001711,C02138,2025-02-26,413873,Regular,Mobile App,UZS
P0009454,L001712,C00488,2025-09-18,304036,Regular,Mobile App,UZS
P0009455,L001712,C00488,2025-12-22,630682,Regular,Mobile App,UZS
P0009456,L001712,C00488,2025-05-12,328315,Full repayment,Branch,UZS
P0009457,L001713,C00434,2025-09-06,1431316,Regular,Mobile App,UZS
P0009458,L001713,C00434,2025-10-24,1812133,Partial,Terminal,UZS
P0009459,L001713,C00434,2025-09-11,137693,Regular,Mobile App,UZS
P0009460,L001713,C00434,2025-10-17,654718,Full repayment,Branch,UZS
P0009461,L001715,C01422,2025-11-09,3956427,Regular,Mobile App,UZS
P0009462,L001716,C00298,2024-09-28,174246,Regular,Mobile App,UZS
P0009463,L001716,C00298,2025-03-06,306010,Regular,Mobile App,UZS
P0009464,L001716,C00298,2025-11-15,102468,Regular,Branch,UZS
P0009465,L001716,C00298,2024-11-06,496966,Partial,Mobile App,UZS
P0009466,L001716,C00298,2025-05-30,192196,Regular,Mobile App,UZS
P0009467,L001716,C00298,2025-09-04,253802,Regular,Bank Transfer,UZS
P0009468,L001716,C00298,2024-10-02,185022,Regular,Terminal,UZS
P0009469,L001716,C00298,2024-07-25,219052,Partial,Mobile App,UZS
P0009470,L001716,C00298,2025-12-17,463918,Regular,Mobile App,UZS
P0009471,L001716,C00298,2024-12-01,277959,Regular,Terminal,UZS
P0009472,L001716,C00298,2025-05-07,171083,Regular,Mobile App,UZS
P0009473,L001716,C00298,2025-11-18,237905,Regular,Mobile App,UZS
P0009474,L001716,C00298,2024-09-10,264179,Regular,Mobile App,UZS
P0009475,L001717,C02141,2025-10-03,292027,Partial,Mobile App,UZS
P0009476,L001717,C02141,2025-03-03,124033,Partial,Terminal,UZS
P0009477,L001717,C02141,2024-12-20,150508,Partial,Mobile App,UZS
P0009478,L001717,C02141,2025-02-19,192242,Partial,Mobile App,UZS
P0009479,L001717,C02141,2025-01-05,124141,Regular,Mobile App,UZS
P0009480,L001717,C02141,2025-02-03,136671,Partial,Mobile App,UZS
P0009481,L001717,C02141,2025-09-09,192397,Partial,Branch,UZS
P0009482,L001717,C02141,2025-03-06,188379,Partial,Branch,UZS
P0009483,L001718,C01921,2024-04-05,1138611,Partial,Branch,UZS
P0009484,L001718,C01921,2024-09-02,1006436,Partial,Branch,UZS
P0009485,L001718,C01921,2024-07-10,2274382,Partial,Mobile App,UZS
P0009486,L001718,C01921,2025-11-01,1663288,Partial,Terminal,UZS
P0009487,L001718,C01921,2024-07-26,578151,Full repayment,Mobile App,UZS
P0009488,L001718,C01921,2025-10-05,2715674,Regular,Mobile App,UZS
P0009489,L001718,C01921,2025-09-20,4356440,Regular,Branch,UZS
P0009490,L001720,C01783,2025-10-17,891708,Partial,Terminal,UZS
P0009491,L001720,C01783,2025-09-07,229920,Regular,Mobile App,UZS
P0009492,L001720,C01783,2025-08-27,352623,Regular,Mobile App,UZS
P0009493,L001720,C01783,2024-07-19,308084,Partial,Branch,UZS
P0009494,L001720,C01783,2024-10-20,266073,Regular,Mobile App,UZS
P0009495,L001720,C01783,2025-04-09,306354,Regular,Mobile App,UZS
P0009496,L001720,C01783,2025-07-03,316023,Regular,Mobile App,UZS
P0009497,L001720,C01783,2024-07-10,958153,Regular,Branch,UZS
P0009498,L001720,C01783,2025-09-07,1720551,Regular,Terminal,UZS
P0009499,L001720,C01783,2024-11-16,1086556,Regular,Mobile App,UZS
P0009500,L001720,C01783,2025-01-21,274195,Regular,Branch,UZS
P0009501,L001721,C02416,2025-03-22,118768,Regular,Terminal,UZS
P0009502,L001721,C02416,2025-08-05,325106,Partial,Bank Transfer,UZS
P0009503,L001721,C02416,2025-08-12,142092,Partial,Mobile App,UZS
P0009504,L001722,C00594,2025-10-19,167804,Regular,Mobile App,UZS
P0009505,L001722,C00594,2025-10-31,130076,Regular,Terminal,UZS
P0009506,L001722,C00594,2025-11-24,111496,Regular,Mobile App,UZS
P0009507,L001722,C00594,2025-11-13,138053,Full repayment,Mobile App,UZS
P0009508,L001722,C00594,2025-11-24,173930,Regular,Terminal,UZS
P0009509,L001722,C00594,2025-08-30,120161,Regular,Mobile App,UZS
P0009510,L001722,C00594,2025-06-17,141839,Partial,Terminal,UZS
P0009511,L001723,C01477,2025-04-04,475067,Regular,Branch,UZS
P0009512,L001723,C01477,2025-05-04,238922,Partial,Bank Transfer,UZS
P0009513,L001723,C01477,2025-06-09,1557747,Partial,Mobile App,UZS
P0009514,L001723,C01477,2024-11-19,439546,Partial,Branch,UZS
P0009515,L001723,C01477,2025-07-16,1465673,Partial,Branch,UZS
P0009516,L001724,C01133,2025-12-05,1118002,Regular,Branch,UZS
P0009517,L001725,C01018,2024-12-06,2580567,Regular,Mobile App,UZS
P0009518,L001725,C01018,2025-02-25,531906,Regular,Bank Transfer,UZS
P0009519,L001725,C01018,2025-01-05,1159221,Regular,Terminal,UZS
P0009520,L001725,C01018,2025-09-13,996159,Regular,Mobile App,UZS
P0009521,L001726,C01310,2025-01-12,5658078,Regular,Mobile App,UZS
P0009522,L001727,C02360,2025-09-14,145023,Regular,Branch,UZS
P0009523,L001727,C02360,2025-08-20,142765,Regular,Mobile App,UZS
P0009524,L001727,C02360,2025-01-22,146599,Regular,Branch,UZS
P0009525,L001727,C02360,2025-01-03,159659,Regular,Mobile App,UZS
P0009526,L001727,C02360,2025-10-06,120544,Regular,Mobile App,UZS
P0009527,L001727,C02360,2025-06-20,159375,Partial,Terminal,UZS
P0009528,L001727,C02360,2025-08-18,253789,Regular,Branch,UZS
P0009529,L001730,C00892,2025-09-13,8284760,Partial,Mobile App,UZS
P0009530,L001730,C00892,2025-09-18,3010080,Regular,Mobile App,UZS
P0009531,L001730,C00892,2025-07-10,4981420,Regular,Terminal,UZS
P0009532,L001730,C00892,2025-08-29,655236,Regular,Branch,UZS
P0009533,L001730,C00892,2025-09-29,444867,Regular,Mobile App,UZS
P0009534,L001730,C00892,2025-12-30,714080,Partial,Terminal,UZS
P0009535,L001731,C00339,2025-07-12,134371,Partial,Mobile App,UZS
P0009536,L001731,C00339,2025-05-03,252952,Full repayment,Branch,UZS
P0009537,L001732,C00881,2025-01-03,737126,Regular,Mobile App,UZS
